model,head,regime,dof,horizon_samples,horizon_s,picp_id,picp_ood,picp_delta,width_id,width_ood,width_delta,width_ratio_id,width_ratio_ood
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch,50,5.0,0.8987115016209843,0.5907920105118382,-0.3079194911091462,0.4529853618353248,0.33328855448376193,-0.11969680735156285,0.11091091767636818,0.09596990301018356
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch,100,10.0,0.9018836268297475,0.8181435123784263,-0.08374011445132123,1.5374155211838552,1.3001455883994868,-0.23726993278436836,0.37652858933398886,0.37417669344220034
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch,150,15.0,0.8986385880243639,0.8961295927890754,-0.0025089952352884692,2.4292128501629766,2.2122244009900487,-0.21698844917292792,0.5952649015256827,0.6364013340251055
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch_rate,10,1.0,0.8997990654779447,0.4592850476471166,-0.44051401783082816,0.06049463364137516,0.040458373767804055,-0.020036259873571105,0.019909828350043134,0.01749255334777676
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch_rate,20,2.0,0.8995764871303664,0.4227507306709893,-0.47682575645937714,0.12061231665997778,0.09294780898391962,-0.02766450767605816,0.0396904471510649,0.0401858656858411
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch_rate,30,3.0,0.9003347885352196,0.5205071409273996,-0.37982764760782006,0.19520444672371548,0.1295690936875633,-0.06563535303615217,0.0642277468103461,0.056025476433752074
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch_rate,50,5.0,0.8981734760290795,0.6263930334512231,-0.2717804425778564,0.49474519917216214,0.36198768174359114,-0.132757517428571,0.1627974657208204,0.15648777715065165
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch_rate,100,10.0,0.8983338859416445,0.8155270655270656,-0.08280682041457899,1.3423581076966924,1.0617683983952244,-0.280589709301468,0.44175346861685855,0.4588499638811365
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch_rate,150,15.0,0.8990737670694567,0.9418034372236957,0.04272967015423901,1.9975610582791854,1.7297272732766595,-0.26783378500252586,0.6575816157697706,0.7472133117138311
tcn_gaussian_conformal,gaussian,unseen_vessel,roll,10,1.0,0.9008068081343943,0.22991959549071617,-0.6708872126436781,0.02916070019584611,0.02544768307861187,-0.003713017117234242,0.0024069139892291622,0.0035750793419787592
tcn_gaussian_conformal,gaussian,unseen_vessel,roll,20,2.0,0.8996939163965026,0.15715566362118086,-0.7425382527753218,0.06283114231064485,0.058002160302122956,-0.004828982008521894,0.005184828508918063,0.008150434824585462
tcn_gaussian_conformal,gaussian,unseen_vessel,roll,30,3.0,0.8991175152274291,0.13124217138225758,-0.7678753438451715,0.12106993083327722,0.11295477563612526,-0.00811515519715196,0.009988423100619892,0.015877870084621982
tcn_gaussian_conformal,gaussian,unseen_vessel,roll,50,5.0,0.9025667121033502,0.16657763532763534,-0.7359890767757148,0.22302808541807417,0.20946011383991106,-0.013567971578163113,0.018392844517496423,0.029443071774829493
tcn_gaussian_conformal,gaussian,unseen_vessel,roll,100,10.0,0.9000477392179977,0.40673506729541214,-0.4933126719225856,0.952672635060142,0.9190004853672796,-0.03367214969286236,0.07847861279398871,0.12913921601562994
tcn_gaussian_conformal,gaussian,unseen_vessel,roll,150,15.0,0.9006064876215739,0.604050004912074,-0.29655648270949997,2.1156628437054166,2.0897994352530342,-0.02586340845238233,0.17411025777647382,0.2934740685770891
tcn_gaussian_conformal,gaussian,unseen_vessel,roll_rate,10,1.0,0.9010316890166029,0.19529024216524218,-0.7057414468513608,0.030899872548457,0.029093240609146597,-0.0018066319393104033,0.004769060191005235,0.00882205477845406
tcn_gaussian_conformal,gaussian,unseen_vessel,roll_rate,20,2.0,0.8997998329894882,0.16119891443167306,-0.7386009185578151,0.06599205138045912,0.06039843398210883,-0.005593617398350285,0.010183364073600869,0.018308477734555715
tcn_gaussian_conformal,gaussian,unseen_vessel,roll_rate,30,3.0,0.8980529767167699,0.1768715001473622,-0.7211814765694077,0.08840065814425581,0.08445274867672493,-0.003947909467530875,0.01363880187065236,0.025588840211800686
tcn_gaussian_conformal,gaussian,unseen_vessel,roll_rate,50,5.0,0.8983116281068867,0.2706829010708321,-0.6276287270360545,0.21745144133773386,0.19456807917043983,-0.02288336216729403,0.03353460774141943,0.05894924596087108
