model,seed,vessel,ss,heading_deg,speed_kn,dof,horizon_samples,horizon_s,n_realizations,n_windows,rmse,mae,rmse_persistence,skill,sse,sae,sse_persistence,regime
ar10,0,frigate,SS3,45.0,0.0,pitch,100,10.0,8,9048,0.36614643314447026,0.2915535501433294,0.8025690733120441,0.7918651641523247,1213.0039286439746,2637.9765216968444,5827.971678569553,id
ar10,0,frigate,SS3,45.0,0.0,pitch,150,15.0,8,9048,0.4773006832547803,0.37876427075963465,0.5082572468055104,0.11810485255428449,2061.278645346624,3427.0591218331742,2337.3284809615134,id
ar10,0,frigate,SS3,45.0,0.0,pitch_rate,10,1.0,8,9048,0.013523262838852716,0.01081341857035101,0.3494758074298539,0.9985026313221229,1.6546859148930708,97.83981122453594,1105.0624601277148,id
ar10,0,frigate,SS3,45.0,0.0,pitch_rate,20,2.0,8,9048,0.06735994943528949,0.05379154470126153,0.6313033700692857,0.9886151506147406,41.0540585051432,486.7058964570143,3606.025614910458,id
ar10,0,frigate,SS3,45.0,0.0,pitch_rate,30,3.0,8,9048,0.10954693189091946,0.08725718748236015,0.7924675400407674,0.9808910214569272,108.58079803418599,789.5030323403946,5682.187448661263,id
ar10,0,frigate,SS3,45.0,0.0,pitch_rate,50,5.0,8,9048,0.17561331192438034,0.14099689719420685,0.6837249917223829,0.9340291685699693,279.04063962104976,1275.7399258131836,4229.757812238629,id
ar10,0,frigate,SS3,45.0,0.0,pitch_rate,100,10.0,8,9048,0.37617465065564415,0.3011525693536639,0.7013602874020092,0.7123285849562907,1280.358663817266,2724.8284475119513,4450.767774833402,id
ar10,0,frigate,SS3,45.0,0.0,pitch_rate,150,15.0,8,9048,0.40316624846982496,0.3214265727947682,0.4400704630402935,0.16068710710535894,1470.689280294545,2908.267630647063,1752.253888561629,id
ar10,0,frigate,SS3,45.0,0.0,roll,10,1.0,8,9048,0.002360576920775437,0.001884274591137674,0.22110436612090448,0.9998860165819254,0.05041838211322587,17.048916500613675,442.3308492139937,id
ar10,0,frigate,SS3,45.0,0.0,roll,20,2.0,8,9048,0.018670525368007052,0.014905890185734162,0.4078755053402242,0.9979046439631309,3.1540289064973894,134.8684944005227,1505.2472472460036,id
ar10,0,frigate,SS3,45.0,0.0,roll,30,3.0,8,9048,0.06026182402525687,0.04816742447592484,0.5324676931523448,0.9871915074323644,32.857698310532086,435.818856658168,2565.3056467828633,id
ar10,0,frigate,SS3,45.0,0.0,roll,50,5.0,8,9048,0.15532892215797747,0.12429260261536904,0.5466553371242834,0.91926209573361,218.30176608365167,1124.599468463859,2703.8324572232855,id
ar10,0,frigate,SS3,45.0,0.0,roll,100,10.0,8,9048,0.3076207935003228,0.2439161022467306,0.3876066207433909,0.3701327861627379,856.2172398684148,2206.9528931284185,1359.3614988343154,id
ar10,0,frigate,SS3,45.0,0.0,roll,150,15.0,8,9048,0.43497093564546824,0.34404651608643805,0.3978674442271513,-0.19520848940764912,1711.8790200197489,3112.9328775500917,1432.2848567350488,id
