model,head,n_realizations,dof,horizon_samples,horizon_s,n_windows,n_quantiles,alpha,picp,mean_interval_width,winkler,crps,pinball,crossing_rate,picp_ci_lo,picp_ci_hi,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name,regime,signal_std
residual_interval,quantile,480,roll,10,1.0,542880,9,0.1,0.476733348069555,0.023455305721906294,0.331905694911905,0.021209260473615023,0.010604630236807517,0.0,0.44770916224580015,0.5049377855142941,0,True,68400,3.3781932900019456,,,,,unseen_seastate,6.257000679431415
residual_interval,quantile,480,roll,20,2.0,542880,9,0.1,0.4759320660182729,0.22037250321772295,3.155213610783661,0.20122225441564187,0.10061112720782092,0.0,0.44661591880341883,0.5040955643972885,0,True,68400,3.3781932900019456,,,,,unseen_seastate,6.258149735730003
residual_interval,quantile,480,roll,30,3.0,542880,9,0.1,0.47296824344238136,0.7235362562995018,10.688770075776363,0.6777787278007259,0.33888936390036317,0.0,0.44353333149130564,0.5015441718243442,0,True,68400,3.3781932900019456,,,,,unseen_seastate,6.258818948538503
residual_interval,quantile,480,roll,50,5.0,542880,9,0.1,0.4739610963748895,1.1392812204245464,17.247506393490852,1.0876137475467529,0.5438068737733763,0.0,0.4442016191423519,0.5020625644709696,0,True,68400,3.3781932900019456,,,,,unseen_seastate,6.25953903317843
residual_interval,quantile,480,roll,100,10.0,542880,9,0.1,0.5296732242852933,2.815721445933878,26.46125149097389,1.8401236220419686,0.9200618110209839,0.0,0.5021338509431181,0.5554516651930445,0,True,68400,3.3781932900019456,,,,,unseen_seastate,6.263610691806128
residual_interval,quantile,480,roll,150,15.0,542880,9,0.1,0.5433134394341291,4.3727081639489205,35.83813070493645,2.585015526318326,1.2925077631591626,0.0,0.5171974008989095,0.5680562463159445,0,True,68400,3.3781932900019456,,,,,unseen_seastate,6.26746488344986
residual_interval,quantile,480,pitch,10,1.0,542880,9,0.1,0.6593353964043619,0.022980707748950627,0.1174714224247257,0.009382980514843224,0.004691490257421605,0.0,0.6367030927645152,0.6813061357942823,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.7997766828726487
residual_interval,quantile,480,pitch,20,2.0,542880,9,0.1,0.649180297671677,0.20428608403018006,1.0999036331693453,0.08662838290694237,0.04331419145347115,0.0,0.6260278054081934,0.6715611184792218,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.7994950774677116
residual_interval,quantile,480,pitch,30,3.0,542880,9,0.1,0.633289124668435,0.6209489246454052,3.677912799731407,0.28206131323670597,0.14103065661835298,0.0,0.6092459199086354,0.6561544908635426,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.7992884411802126
residual_interval,quantile,480,pitch,50,5.0,542880,9,0.1,0.6232758620689656,0.9381586018849596,6.083290427655063,0.4547287672661385,0.22736438363306943,0.0,0.5987002192012968,0.6467594588122606,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.799307264730753
