regime,model_a,model_b,seed,dof,horizon_samples,horizon_s,skill_diff,ci_lo,ci_hi,n_realizations,n_boot,ci_level,bootstrap_seed
id,tcn,ar20,0,heave_rate,30,3.0,0.004166107545917214,0.0035101434910649577,0.004870977975792208,384,1000,0.95,0
id,tcn,ar20,0,heave_rate,50,5.0,0.011992220511393436,0.01068070543977983,0.01341728769178133,384,1000,0.95,0
id,tcn,ar20,0,heave_rate,100,10.0,0.22590779736432826,0.21084792703098343,0.24107732540874363,384,1000,0.95,0
id,tcn,ar20,0,heave_rate,150,15.0,0.1528006351104238,0.1335677157233483,0.17293158501449518,384,1000,0.95,0
id,tcn,ar20,1,roll,10,1.0,-0.008101094819274764,-0.008632034084334746,-0.007591501351681653,384,1000,0.95,0
id,tcn,ar20,1,roll,20,2.0,-0.003514891311313914,-0.00373011751173623,-0.0033182090444766267,384,1000,0.95,0
id,tcn,ar20,1,roll,30,3.0,-0.0014179164286801807,-0.0015725161370423483,-0.0012407155560058174,384,1000,0.95,0
id,tcn,ar20,1,roll,50,5.0,0.005776967109532776,0.004874576553513417,0.007104903475434548,384,1000,0.95,0
id,tcn,ar20,1,roll,100,10.0,0.05362258282480518,0.04552167506534188,0.06517968939673544,384,1000,0.95,0
id,tcn,ar20,1,roll,150,15.0,0.054644917425075344,0.04722975183063319,0.06448810529283447,384,1000,0.95,0
id,tcn,ar20,1,pitch,10,1.0,-0.0056551368617869776,-0.005944967511391163,-0.005361611215032305,384,1000,0.95,0
id,tcn,ar20,1,pitch,20,2.0,-0.0016272079409599314,-0.0019595602334268702,-0.0012755310135462827,384,1000,0.95,0
id,tcn,ar20,1,pitch,30,3.0,0.012145709370549367,0.01053413065539123,0.013949727705291508,384,1000,0.95,0
id,tcn,ar20,1,pitch,50,5.0,0.06017553530670983,0.05438939570015141,0.06749717047411295,384,1000,0.95,0
id,tcn,ar20,1,pitch,100,10.0,0.2771475277231232,0.2550226302797792,0.29853446062130323,384,1000,0.95,0
id,tcn,ar20,1,pitch,150,15.0,0.17386820228495473,0.15555584870949185,0.1937437822633717,384,1000,0.95,0
id,tcn,ar20,1,heave,10,1.0,-0.006425812698027885,-0.006671154869739846,-0.006200585109587426,384,1000,0.95,0
id,tcn,ar20,1,heave,20,2.0,-0.0029426448568989952,-0.003057502876203794,-0.002828935055793881,384,1000,0.95,0
id,tcn,ar20,1,heave,30,3.0,-4.567879220433074e-05,-0.00026926478420213077,0.00021160426451999144,384,1000,0.95,0
id,tcn,ar20,1,heave,50,5.0,0.019547049608948784,0.01710064313838714,0.02212811747601742,384,1000,0.95,0
id,tcn,ar20,1,heave,100,10.0,0.22631235739063804,0.20529980178281246,0.2520004128475366,384,1000,0.95,0
id,tcn,ar20,1,heave,150,15.0,0.1555358475094718,0.1357040823981597,0.17816555119249297,384,1000,0.95,0
id,tcn,ar20,1,roll_rate,10,1.0,-0.007482105207209146,-0.008128830824075168,-0.00692959491301879,384,1000,0.95,0
id,tcn,ar20,1,roll_rate,20,2.0,-0.0027075158536030855,-0.0029193783209542448,-0.002486735991033902,384,1000,0.95,0
